Year,Destination,Total,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Republic of the Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,Jamaica,11482,..,..,..,..,..,..,..,77,..,..,..,..,..,..,337,..,..,271,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,626,..,..,..,..,..,..,..,..,..,..,..,..,..,55,..,..,905,..,..,..,..,..,..,..,69,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,..,..,170,..,..,..,..,..,91,..,..,423,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,..,..,..,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,166,..,114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1170,..,..,..,..,..,..,..,..,2437,..,3028,..,..,..,..,..,..,..,..,..,..,..
2017,Martinique,34656,..,..,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,242,78,..,..,..,..,..,..,..,..,..,..,..,25754,1205,..,..,..,..,..,..,..,..,..,..,3718,..,..,..,..,..,696,..,..,..,..,..,..,..,..,..,..,..,44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,306,..,..,..,..,..,1163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Montserrat,661,..,..,..,..,..,..,..,61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,51,..,58,..,..,..,..,..,..,..,..,..,..,..
2017,Puerto Rico,145845,..,..,..,..,..,..,..,..,613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,48,..,..,..,..,..,..,..,..,61,..,..,..,..,..,410,565,..,..,1970,..,..,..,355,..,..,6929,..,..,..,..,..,..,..,618,30116,442,18,439,..,..,..,..,..,..,..,..,74,..,..,..,..,..,261,..,..,..,..,..,..,..,197,..,..,26,83,..,212,..,..,25,..,..,..,..,..,23,99,22,42,45,..,..,..,..,..,..,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1376,..,..,..,..,..,..,..,..,..,..,..,13,..,..,120,..,..,..,..,..,..,..,..,478,..,..,355,73,8,18,..,..,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,944,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,90,..,10,..,..,..,..,..,..,89,..,85913,225,..,..,..,1197,33,..,..,..,..,..
2017,Saint Kitts and Nevis,3595,..,..,..,..,..,..,..,210,..,..,..,..,..,..,9,..,..,51,..,..,..,..,..,..,..,..,..,..,122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,371,..,..,..,..,..,..,..,..,..,..,..,..,..,72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,217,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115,..,..,..,..,..,..,..,..,..,..,..,327,..,..,..,..,..,..,..,..,..,..
2017,Saint Lucia,6383,..,..,..,..,..,..,21,57,..,..,11,11,..,..,4,..,..,379,..,..,..,..,4,..,..,..,..,4,1,..,..,..,..,..,..,..,133,..,1,..,..,..,..,24,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,112,27,..,..,..,..,..,..,4,..,..,..,..,22,192,..,..,..,..,44,8,..,..,..,62,32,..,1,..,..,1135,..,..,..,..,..,44,..,..,..,..,..,..,8,112,21,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,207,..,..,..,8,..,..,..,..,16,..,..,..,..,..,..,5,..,..,..,..,8,..,..,..,..,8,..,13,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,24,..,..,244,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,24,..,..,..,5,..,..,..,..,..,..,..,406,..,..,..,..,..,..,..,..,511,..,311,13,..,..,..,34,..,..,..,..,..,..
2017,Saint Vincent and the Grenadines,2349,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78,..,..,..,..,..,..,48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,254,..,..,..,..,..,135,..,..,..,..,..,..,..,..,..,..,..,..,..,63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,141,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,490,..,..,..,..,..,..,..,..,389,..,164,..,..,..,..,..,..,..,..,..,..,..
2017,Sint Maarten (Dutch part),14720,..,..,..,..,..,..,180,303,..,..,748,..,..,..,..,..,..,38,..,..,..,..,..,..,..,..,..,..,509,..,..,..,..,..,..,..,20,91,..,..,..,..,..,85,..,..,127,..,..,..,..,..,..,540,725,..,..,..,..,..,..,752,2351,..,..,..,..,..,..,..,..,..,..,..,43,..,..,..,..,..,..,..,..,..,..,..,1133,..,..,..,..,960,1206,..,..,..,..,41,24,..,..,..,..,..,..,1398,..,..,..,..,..,..,..,..,..,131,..,..,..,..,..,..,..,..,..,..,..,..,..,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,389,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,691,274,..,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,292,..,..,..,..,..,..,..,..,..,..,..,138,..,..,..,..,..,..,..,..,25,..,178,35,..,..,..,20,..,..,..,..,..,..
2017,Trinidad and Tobago,25726,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,557,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,862,..,..,..,..,..,..,388,..,..,..,..,..,..,..,..,..,31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123,..,..,..,..,4504,..,..,..,..,..,5234,..,..,..,..,..,399,..,..,..,..,..,..,..,714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180,..,..,..,..,..,..,..,..,..,..,174,..,..,..,..,..,..,..,..,..,..,..,..,458,..,3580,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1102,..,2780,..,..,..,..,987,..,..,..,..,..,..
2017,Turks and Caicos Islands,11839,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,948,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198,..,498,..,..,..,..,..,..,..,..,..,..,..
2017,United States Virgin Islands,30005,..,..,..,..,..,..,469,2503,..,..,262,..,..,..,..,..,..,176,..,..,..,..,..,..,..,..,..,..,1411,..,..,..,..,..,..,..,..,195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2858,2820,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,307,..,..,..,..,..,..,336,..,..,..,..,..,..,..,..,..,..,..,..,204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,452,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2030,..,..,..,..,..,..,..,..,3844,1780,..,257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,918,..,..,..,..,..,..,..,..,..,..,8671,..,..,..,..,..,..,..,..,..,..,..
2017,Central America,1045225,30,..,95,..,..,37,..,62,11581,70,11,434,358,1,44,..,23,41,3,639,2641,1,5,1,1876,..,..,5383,..,..,247,..,..,..,3,16,9435,..,44,1,..,76,5678,15474,1739,..,54294,..,3,..,12457,9,60,13165,15,..,289,52,47,180,..,43,7566,3617,112,41134,..,..,3,31,..,..,1,151,7399,16,..,1,..,12,6271,..,4,149,194,13,..,3,51974,..,..,37,836,..,33712,346,1,2386,149,172,13,170,..,1000,3252,785,1965,79,5,33,..,..,..,3,28,681,..,..,14,1,65,11,3,..,46,1,..,..,..,1,..,..,..,15469,..,..,4,..,3,141,3,9,..,..,1,1239,..,84,178357,..,68,..,..,136,..,91,..,7299,..,591,8682,549,928,339,1191,1,4653,1,..,427,1944,1,..,1,1,23,..,..,..,..,51,123,46,..,..,48,..,121,34,..,32,161,..,16592,..,204,..,9,..,364,1212,201,..,12,117,..,..,..,..,90,3,136,..,..,..,3,509,..,2759,3,469145,4,1999,1,..,15158,75,..,..,21,..,..
2017,Belize,29818,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,464,..,..,..,..,..,..,958,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,13233,..,..,..,28,..,4882,..,..,184,..,..,..,..,..,..,..,211,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1807,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173,..,2121,..,..,..,..,..,..,..,..,..,..,..
2017,Costa Rica,215392,3,..,7,..,..,1,..,..,767,3,11,33,36,1,3,..,..,4,3,121,56,1,5,1,138,..,..,278,..,..,39,..,..,..,3,5,619,..,1,1,..,76,859,109,1551,..,10915,..,3,..,..,1,11,2757,..,..,..,19,3,27,..,5,737,584,1,7787,..,..,3,..,..,..,1,15,392,7,..,1,..,7,799,..,4,11,3,3,..,3,1311,..,..,12,29,..,2261,33,1,21,7,19,5,15,..,61,821,125,121,3,5,..,..,..,..,3,1,29,..,..,5,1,4,11,3,..,..,1,..,..,..,1,..,..,..,1687,..,..,4,..,3,3,3,8,..,..,1,239,..,13,155889,..,3,..,..,29,..,..,..,5630,..,58,1853,89,173,32,140,1,115,1,..,52,397,1,..,1,1,..,..,..,..,..,4,1,..,..,..,1,..,8,..,..,1,32,..,961,..,..,..,9,..,61,299,1,..,12,7,..,..,..,..,24,3,4,..,..,..,3,101,..,217,3,5492,4,152,1,..,713,..,..,..,..,..,..
2017,El Salvador,22194,..,..,..,..,..,..,..,..,84,..,..,17,6,..,..,..,..,20,..,26,179,..,..,..,24,..,..,128,..,..,..,..,..,..,..,..,114,..,..,..,..,..,114,99,4,..,296,..,..,..,474,..,..,57,..,..,..,..,..,..,..,..,32,65,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,99,..,..,..,..,..,..,..,4763,..,..,..,..,..,6946,..,..,4,..,6,..,5,..,24,101,4,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,934,..,..,..,..,..,..,..,..,..,..,..,11,..,..,3703,..,..,..,..,..,..,..,..,246,..,4,96,8,..,3,27,..,50,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,231,..,30,..,..,..,12,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,2738,..,25,..,..,131,..,..,..,..,..,..
2017,Guatemala,42886,..,..,..,..,..,..,..,..,218,..,..,28,..,..,..,..,..,..,..,..,460,..,..,..,75,..,..,103,..,..,..,..,..,..,..,..,142,..,..,..,..,..,123,311,..,..,552,..,..,..,583,..,..,274,..,..,..,..,..,..,..,..,44,73,32,15446,..,..,..,..,..,..,..,..,79,9,..,..,..,..,238,..,..,..,191,..,..,..,..,..,..,..,5,..,4734,..,..,..,18,6,..,..,..,47,111,..,56,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7502,..,..,..,..,..,..,..,..,..,..,..,71,..,..,4131,..,..,..,..,..,..,14,..,148,..,29,201,53,..,2,43,..,705,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,508,..,32,..,..,..,14,52,26,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,81,..,3999,..,50,..,..,150,..,..,..,..,..,..
2017,Honduras,18382,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..,..,8,172,..,..,..,39,..,..,141,..,..,..,..,..,..,..,..,156,..,43,..,..,..,153,219,..,..,380,..,..,..,402,..,..,196,..,..,..,19,..,..,..,..,50,150,..,4799,..,..,..,..,..,..,..,..,61,..,..,..,..,..,100,..,..,..,..,..,..,..,2282,..,..,..,5,..,..,..,..,..,..,..,..,..,..,30,64,4,63,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,795,..,..,..,..,..,..,..,..,..,..,..,27,..,..,3874,..,..,..,..,..,..,..,..,171,..,13,164,..,..,..,49,..,26,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,228,..,71,..,..,..,13,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,..,3078,..,24,..,..,53,..,..,..,..,..,..
2017,Mexico,603782,..,..,26,..,..,36,..,..,9109,67,..,269,251,..,..,..,14,..,..,387,1733,..,..,..,1337,..,..,3571,..,..,141,..,..,..,..,11,7038,..,..,..,..,..,3502,4623,..,..,11169,..,..,..,1378,8,26,8301,..,..,266,14,29,106,..,..,1025,1424,51,5398,..,..,..,..,..,..,..,113,6320,..,..,..,..,..,4443,..,..,80,..,..,..,..,28816,..,..,..,455,..,7566,291,..,429,94,119,8,119,..,477,1693,64,1522,11,..,33,..,..,..,..,27,410,..,..,..,..,51,..,..,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113,..,..,..,..,..,584,..,56,2950,..,34,..,..,79,..,41,..,924,..,411,4327,314,682,215,640,..,3567,..,..,325,1038,..,..,..,..,..,..,..,..,..,27,14,42,..,..,27,..,91,34,..,..,106,..,13019,..,18,..,..,..,194,665,64,..,..,95,..,..,..,..,11,..,94,..,..,..,..,275,..,1467,..,444138,..,1399,..,..,9010,52,..,..,..,..,..
2017,Nicaragua,19974,27,..,62,..,..,..,..,62,131,..,..,..,15,..,41,..,..,..,..,10,11,..,..,..,25,..,..,67,..,..,39,..,..,..,..,..,123,..,..,..,..,..,52,49,..,..,206,..,..,..,5416,..,..,365,..,..,..,..,15,17,..,..,32,44,..,1136,..,..,..,31,..,..,..,..,60,..,..,..,..,..,110,..,..,..,..,..,..,..,845,..,..,..,11,..,6509,..,..,11,..,..,..,6,..,..,44,6,13,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,475,..,..,..,..,..,..,..,..,..,..,..,147,..,..,..,..,15,..,..,..,..,..,..,180,..,..,97,..,..,..,26,..,23,..,..,..,118,..,..,..,..,..,..,..,..,..,..,108,..,..,..,..,..,..,..,..,31,..,..,203,..,..,..,..,..,12,22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46,..,24,..,1715,..,23,..,..,79,..,..,..,21,..,..
2017,Panama,92797,..,..,..,..,..,..,..,..,1190,..,..,87,50,..,..,..,9,17,..,87,30,..,..,..,238,..,..,1095,..,..,28,..,..,..,..,..,779,..,..,..,..,..,875,9106,147,..,30776,..,..,..,4204,..,23,1215,15,..,23,..,..,30,..,38,5646,1277,28,1675,..,..,..,..,..,..,..,23,402,..,..,..,..,5,454,..,..,58,..,10,..,..,724,..,..,25,303,..,814,22,..,1737,30,22,..,25,..,361,418,371,173,36,..,..,..,..,..,..,..,223,..,..,9,..,10,..,..,..,17,..,..,..,..,..,..,..,..,2269,..,..,..,..,..,25,..,1,..,..,..,160,..,15,7810,..,9,..,..,28,..,36,..,..,..,76,1944,85,73,87,266,..,167,..,..,50,371,..,..,..,..,23,..,..,..,..,17,..,4,..,..,20,..,22,..,..,..,23,..,1442,..,53,..,..,..,58,123,110,..,..,15,..,..,..,..,55,..,23,..,..,..,..,87,..,731,..,5864,..,326,..,..,5022,23,..,..,..,..,..
2017,South America,3062784,102,108,289,..,24,4021,22,46,134707,333,440,1487,3337,3,40,4,1,160,173,2617,488,11,2,..,268065,65,2,120669,..,162,584,26,..,912,24,87,6561,563,..,26,11,..,148490,37854,315,6,637436,..,38,2,2454,116,1339,12038,137,40,1809,455,39,751,..,629,10927,43501,2085,1379,50,15,270,43,2,26,7,604,26468,392,3,2,5,63,31013,44,13,1795,14,218,1039,2,1181,35,388,14214,12696,2,1055,2353,213,994,662,554,288,429,..,2310,138073,268,36507,556,49,69,37,66,4,591,319,9643,6,21,133,30,956,110,50,7,143,11,44,9,..,1458,1,..,..,14856,4,112,1,157,..,950,1040,7,15,6,9,4466,2,323,2191,6,417,5,2,664,12,198,12,2859,2,421263,250533,625,8721,110391,976,15,12713,262,202,3172,4784,3,326,11,928,..,267,..,46,61,744,36,784,..,..,139,36,204,604,1,9,13453,..,139036,6,518,2,19938,2,1516,3909,8066,1,1045,362,60,8,..,167,2100,42,680,20,..,2,35,3657,14,18588,53,54459,..,92464,34,111,37710,91,..,2,..,3,69
2017,Argentina,1168208,7,28,41,..,..,6,..,..,..,279,1,131,571,..,..,4,..,6,169,280,5,..,..,..,219505,..,..,29284,..,..,162,9,..,14,6,..,266,..,..,..,..,..,119198,6938,..,..,4468,..,20,..,57,..,502,530,..,24,1112,..,..,130,..,4,517,493,106,37,..,..,32,17,..,..,1,49,4193,..,..,..,..,..,5134,..,9,529,12,10,..,..,49,1,..,..,11,..,35,456,7,53,14,65,20,30,..,279,89828,..,2408,24,..,2,..,..,..,139,79,443,..,..,18,28,245,69,5,..,2,..,..,2,..,..,..,..,..,722,4,9,..,..,..,123,10,..,..,..,..,176,..,5,44,..,30,..,..,13,..,..,..,70,..,391039,110685,38,4200,2481,42,..,4238,254,..,595,1028,..,..,..,..,..,..,..,2,..,30,..,..,..,..,2,..,..,418,..,..,66,..,58240,..,..,..,5,..,101,386,552,..,828,28,..,..,..,..,11,14,323,..,..,2,1,2327,..,489,..,2425,..,72524,..,..,657,2,..,..,..,..,2
2017,Bolivia (Plurinational State of),70833,..,1,1,..,..,1,..,..,21744,2,1,106,90,1,..,..,1,..,2,180,467,1,..,..,..,2,..,12799,..,..,12,..,..,86,..,1,758,10,..,14,..,..,2348,441,1,..,1291,..,2,..,73,2,15,905,85,2,35,3,2,63,..,1,56,466,6,73,..,..,5,..,..,..,..,20,539,..,..,..,..,1,1056,2,..,7,..,..,..,..,65,2,..,1,5,..,119,13,1,35,6,23,2,35,..,79,625,2,842,2,14,9,..,1,2,..,..,8,..,1,2,..,7,1,2,7,3,..,1,..,..,..,1,..,..,5067,..,..,1,..,..,13,1,..,..,..,3,184,..,29,64,..,..,1,..,53,..,5,..,53,..,2164,4957,28,112,67,19,..,247,2,..,43,200,1,..,..,..,..,..,..,..,..,3,1,5,..,..,..,23,5,3,1,3,8,..,5944,..,3,..,..,..,149,324,1,1,2,7,..,..,..,..,2,..,14,..,..,..,..,87,..,442,3,2440,..,216,2,..,370,2,..,..,..,1,1
2017,Brazil,338467,24,..,110,..,..,3844,..,..,14895,11,..,176,1571,..,12,..,..,24,..,588,6,10,..,..,22076,46,..,..,..,162,144,17,..,812,16,71,639,..,..,10,..,..,7604,10902,..,..,4169,..,10,..,187,108,431,1036,..,..,246,68,31,195,..,13,296,1047,1779,73,50,..,158,12,..,..,..,296,4315,356,..,..,..,52,8358,23,..,835,..,5,..,..,168,30,388,1205,44,..,61,973,196,380,477,308,224,44,..,969,18740,25,29505,359,29,52,37,24,..,..,137,5540,..,18,55,..,593,17,37,..,79,11,..,..,..,..,..,..,..,1521,..,97,..,14,..,238,984,7,11,..,..,1185,..,65,212,..,353,..,..,189,10,131,10,222,..,26136,7229,228,2204,83936,..,..,5555,..,..,1182,1048,..,..,5,119,..,35,..,42,55,109,25,343,..,..,112,..,134,97,..,..,558,..,17135,..,..,..,139,..,252,1190,1073,..,17,260,60,..,..,..,126,14,143,18,..,..,34,514,..,2337,44,11706,..,14342,30,..,1715,54,..,..,..,..,53
2017,Chile,258354,2,11,15,..,6,19,8,6,38752,6,2,428,243,2,..,..,..,2,2,375,..,..,2,..,20667,6,2,12745,..,..,35,..,..,..,2,2,776,..,..,2,11,..,..,5669,19,6,12916,..,6,2,217,6,142,1298,..,6,72,..,6,103,..,11,134,12916,26,100,..,2,19,2,2,..,6,57,1371,..,3,2,..,..,8165,2,4,90,2,4,6,2,103,2,..,6,17,2,124,156,6,169,39,19,6,53,..,207,1531,6,318,31,6,6,..,2,2,..,19,72,6,2,6,2,8,6,6,..,8,..,43,6,..,2,..,..,..,776,..,6,..,..,..,39,17,..,4,6,6,241,2,59,110,6,6,4,2,151,2,26,2,228,2,571,98233,43,209,124,90,15,470,6,2,158,286,2,184,6,31,..,2,..,2,6,8,2,..,..,..,15,..,23,15,..,6,12685,..,3805,6,292,2,2,2,567,432,118,..,197,17,..,8,..,167,6,6,110,2,..,..,..,67,..,11019,6,3202,..,980,2,..,1914,6,..,2,..,2,6
